date,price,year
1992-06-11,340.0,1992
1992-06-12,342.5,1992
1992-06-15,342.5,1992
1992-06-16,341.9,1992
1992-06-17,341.35,1992
1992-06-18,342.25,1992
1992-06-19,340.7,1992
1992-06-22,343.2,1992
1992-06-23,344.1,1992
1992-06-24,342.65,1992
1992-06-25,342.8,1992
1992-06-26,342.35,1992
1992-06-29,343.45,1992
1992-06-30,343.0,1992
1992-07-01,343.9,1992
1992-07-02,346.0,1992
1992-07-03,346.0,1992
1992-07-06,346.4,1992
1992-07-07,346.15,1992
1992-07-08,347.15,1992
1992-07-09,348.45,1992
1992-07-10,348.0,1992
1992-07-13,348.7,1992
1992-07-14,350.6,1992
1992-07-15,353.45,1992
1992-07-16,352.25,1992
1992-07-17,357.0,1992
1992-07-20,358.65,1992
1992-07-21,357.4,1992
1992-07-22,359.0,1992
1992-07-23,357.75,1992
1992-07-24,359.3,1992
1992-07-27,357.8,1992
1992-07-28,359.0,1992
1992-07-29,356.4,1992
1992-07-30,356.5,1992
1992-07-31,357.6,1992
1992-08-03,353.0,1992
1992-08-04,352.9,1992
1992-08-05,349.4,1992
1992-08-06,349.3,1992
1992-08-07,350.4,1992
1992-08-10,349.9,1992
1992-08-11,347.65,1992
1992-08-12,340.0,1992
1992-08-13,334.8,1992
1992-08-14,335.3,1992
1992-08-17,337.0,1992
1992-08-18,335.95,1992
1992-08-19,337.6,1992
1992-08-20,337.5,1992
1992-08-21,337.4,1992
1992-08-24,341.55,1992
1992-08-25,340.25,1992
1992-08-26,338.15,1992
1992-08-27,338.9,1992
1992-08-28,339.55,1992
1992-08-31,342.2,1992
1992-09-01,340.5,1992
1992-09-02,338.7,1992
1992-09-03,340.9,1992
1992-09-04,341.25,1992
1992-09-07,342.9,1992
1992-09-08,342.2,1992
1992-09-09,341.8,1992
1992-09-10,341.9,1992
1992-09-11,340.75,1992
1992-09-14,346.45,1992
1992-09-15,346.0,1992
1992-09-16,348.9,1992
1992-09-17,347.75,1992
1992-09-18,351.0,1992
1992-09-21,347.45,1992
1992-09-22,349.25,1992
1992-09-23,348.7,1992
1992-09-24,349.1,1992
1992-09-25,349.1,1992
1992-09-28,347.85,1992
1992-09-29,348.5,1992
1992-09-30,348.3,1992
1992-10-01,348.1,1992
1992-10-02,348.3,1992
1992-10-05,350.5,1992
1992-10-06,350.15,1992
1992-10-07,350.6,1992
1992-10-08,349.75,1992
1992-10-09,350.3,1992
1992-10-12,345.65,1992
1992-10-13,344.2,1992
1992-10-14,341.5,1992
1992-10-15,341.1,1992
1992-10-16,342.0,1992
1992-10-19,342.5,1992
1992-10-20,343.5,1992
1992-10-21,343.5,1992
1992-10-22,342.3,1992
1992-10-23,343.2,1992
1992-10-26,340.5,1992
1992-10-27,337.3,1992
1992-10-28,338.9,1992
1992-10-29,339.4,1992
1992-10-30,339.5,1992
1992-11-02,339.7,1992
1992-11-03,337.7,1992
1992-11-04,337.3,1992
1992-11-05,336.5,1992
1992-11-06,335.6,1992
1992-11-09,333.1,1992
1992-11-10,330.0,1992
1992-11-11,332.0,1992
1992-11-12,332.2,1992
1992-11-13,335.7,1992
1992-11-16,334.5,1992
1992-11-17,335.2,1992
1992-11-18,334.75,1992
1992-11-19,335.0,1992
1992-11-20,335.2,1992
1992-11-23,334.3,1992
1992-11-24,334.6,1992
1992-11-25,333.4,1992
1992-11-26,334.6,1992
1992-11-27,334.5,1992
1992-11-30,334.3,1992
1992-12-01,334.9,1992
1992-12-02,335.65,1992
1992-12-03,335.3,1992
1992-12-04,335.6,1992
1992-12-07,335.9,1992
1992-12-08,335.35,1992
1992-12-09,333.7,1992
1992-12-10,333.9,1992
1992-12-11,335.1,1992
1992-12-14,334.55,1992
1992-12-15,334.55,1992
1992-12-16,337.5,1992
1992-12-17,338.0,1992
1992-12-18,337.0,1992
1992-12-21,333.95,1992
1992-12-22,332.3,1992
1992-12-23,333.0,1992
1992-12-24,332.9,1992
1992-12-25,333.75,1992
1992-12-28,333.0,1992
1992-12-29,332.75,1992
1992-12-30,333.15,1992
1992-12-31,333.0,1992
1993-01-04,328.3,1993
1993-01-05,329.0,1993
1993-01-06,329.65,1993
1993-01-07,329.3,1993
1993-01-08,329.25,1993
1993-01-11,327.9,1993
1993-01-12,328.65,1993
1993-01-13,327.9,1993
1993-01-14,327.45,1993
1993-01-15,327.5,1993
1993-01-18,328.25,1993
1993-01-19,328.6,1993
1993-01-20,329.65,1993
1993-01-21,329.35,1993
1993-01-22,328.5,1993
1993-01-25,328.7,1993
1993-01-26,331.0,1993
1993-01-27,329.6,1993
1993-01-28,330.0,1993
1993-01-29,329.7,1993
1993-02-01,329.6,1993
1993-02-02,329.45,1993
1993-02-03,328.5,1993
1993-02-04,328.15,1993
1993-02-05,327.8,1993
1993-02-08,327.6,1993
1993-02-09,328.3,1993
1993-02-10,331.85,1993
1993-02-11,331.25,1993
1993-02-12,328.8,1993
1993-02-15,328.5,1993
1993-02-16,331.95,1993
1993-02-17,330.4,1993
1993-02-18,330.0,1993
1993-02-19,329.9,1993
1993-02-22,327.85,1993
1993-02-23,330.35,1993
1993-02-24,329.2,1993
1993-02-25,329.25,1993
1993-02-26,328.2,1993
1993-03-01,328.4,1993
1993-03-02,329.4,1993
1993-03-03,328.75,1993
1993-03-04,328.8,1993
1993-03-05,329.6,1993
1993-03-08,327.0,1993
1993-03-09,326.75,1993
1993-03-10,326.15,1993
1993-03-11,326.8,1993
1993-03-12,327.8,1993
1993-03-15,328.9,1993
1993-03-16,328.85,1993
1993-03-17,328.8,1993
1993-03-18,330.25,1993
1993-03-19,331.55,1993
1993-03-22,332.5,1993
1993-03-23,331.6,1993
1993-03-24,332.2,1993
1993-03-25,332.2,1993
1993-03-26,332.2,1993
1993-03-29,332.0,1993
1993-03-30,336.35,1993
1993-03-31,336.75,1993
1993-04-01,338.1,1993
1993-04-02,340.1,1993
1993-04-05,338.8,1993
1993-04-06,337.4,1993
1993-04-07,337.4,1993
1993-04-08,337.1,1993
1993-04-09,337.4,1993
1993-04-12,336.5,1993
1993-04-13,336.95,1993
1993-04-14,338.6,1993
1993-04-15,336.85,1993
1993-04-16,338.4,1993
1993-04-19,339.85,1993
1993-04-20,339.4,1993
1993-04-21,338.85,1993
1993-04-22,340.4,1993
1993-04-23,345.75,1993
1993-04-26,352.0,1993
1993-04-27,349.7,1993
1993-04-28,352.8,1993
1993-04-29,356.0,1993
1993-04-30,355.4,1993
1993-05-03,353.3,1993
1993-05-04,354.1,1993
1993-05-05,353.85,1993
1993-05-06,356.9,1993
1993-05-07,355.75,1993
1993-05-10,355.85,1993
1993-05-11,355.9,1993
1993-05-12,360.75,1993
1993-05-13,368.0,1993
1993-05-14,367.4,1993
1993-05-17,366.65,1993
1993-05-18,377.0,1993
1993-05-19,372.75,1993
1993-05-20,374.0,1993
1993-05-21,377.3,1993
1993-05-24,373.75,1993
1993-05-25,378.5,1993
1993-05-26,374.65,1993
1993-05-27,380.75,1993
1993-05-28,377.0,1993
1993-05-31,378.75,1993
1993-06-01,369.0,1993
1993-06-02,369.5,1993
1993-06-03,374.0,1993
1993-06-04,376.3,1993
1993-06-07,373.6,1993
1993-06-08,372.5,1993
1993-06-09,369.85,1993
1993-06-10,368.75,1993
1993-06-11,365.9,1993
1993-06-14,365.0,1993
1993-06-15,369.75,1993
1993-06-16,369.6,1993
1993-06-17,371.0,1993
1993-06-18,371.0,1993
1993-06-21,369.6,1993
1993-06-22,368.5,1993
1993-06-23,373.5,1993
1993-06-24,374.5,1993
1993-06-25,376.75,1993
1993-06-28,375.1,1993
1993-06-29,378.25,1993
1993-06-30,377.0,1993
1993-07-01,387.0,1993
1993-07-02,385.5,1993
1993-07-05,387.6,1993
1993-07-06,392.65,1993
1993-07-07,397.2,1993
1993-07-08,393.5,1993
1993-07-09,391.25,1993
1993-07-12,394.1,1993
1993-07-13,394.5,1993
1993-07-14,391.0,1993
1993-07-15,393.0,1993
1993-07-16,392.2,1993
1993-07-19,391.7,1993
1993-07-20,391.8,1993
1993-07-21,388.7,1993
1993-07-22,391.65,1993
1993-07-23,390.0,1993
1993-07-26,392.7,1993
1993-07-27,391.1,1993
1993-07-28,393.0,1993
1993-07-29,399.5,1993
1993-07-30,406.8,1993
1993-08-02,405.5,1993
1993-08-03,402.8,1993
1993-08-04,399.85,1993
1993-08-05,377.0,1993
1993-08-06,376.5,1993
1993-08-09,383.25,1993
1993-08-10,381.1,1993
1993-08-11,375.25,1993
1993-08-12,367.0,1993
1993-08-13,369.5,1993
1993-08-16,373.25,1993
1993-08-17,371.75,1993
1993-08-18,374.4,1993
1993-08-19,371.0,1993
1993-08-20,373.5,1993
1993-08-23,372.8,1993
1993-08-24,371.5,1993
1993-08-25,372.15,1993
1993-08-26,368.0,1993
1993-08-27,369.25,1993
1993-08-30,370.25,1993
1993-08-31,372.25,1993
1993-09-01,369.25,1993
1993-09-02,363.5,1993
1993-09-03,364.4,1993
1993-09-06,364.1,1993
1993-09-07,350.0,1993
1993-09-08,351.6,1993
1993-09-09,354.2,1993
1993-09-10,349.9,1993
1993-09-13,343.5,1993
1993-09-14,345.1,1993
1993-09-15,347.5,1993
1993-09-16,352.7,1993
1993-09-17,350.55,1993
1993-09-20,353.45,1993
1993-09-21,363.35,1993
1993-09-22,354.0,1993
1993-09-23,357.1,1993
1993-09-24,357.4,1993
1993-09-27,353.9,1993
1993-09-28,355.3,1993
1993-09-29,353.1,1993
1993-09-30,355.2,1993
1993-10-01,355.0,1993
1993-10-04,352.95,1993
1993-10-05,353.0,1993
1993-10-06,356.7,1993
1993-10-07,356.25,1993
1993-10-08,359.5,1993
1993-10-11,360.0,1993
1993-10-12,366.1,1993
1993-10-13,365.3,1993
1993-10-14,364.7,1993
1993-10-15,364.4,1993
1993-10-18,368.0,1993
1993-10-19,368.65,1993
1993-10-20,372.2,1993
1993-10-21,370.05,1993
1993-10-22,370.2,1993
1993-10-25,369.3,1993
1993-10-26,369.35,1993
1993-10-27,368.75,1993
1993-10-28,369.0,1993
1993-10-29,368.6,1993
1993-11-01,361.7,1993
1993-11-02,362.7,1993
1993-11-03,367.75,1993
1993-11-04,372.0,1993
1993-11-05,376.75,1993
1993-11-08,374.85,1993
1993-11-09,376.25,1993
1993-11-10,376.65,1993
1993-11-11,376.0,1993
1993-11-12,373.0,1993
1993-11-15,375.0,1993
1993-11-16,373.8,1993
1993-11-17,376.1,1993
1993-11-18,375.8,1993
1993-11-19,378.1,1993
1993-11-22,378.0,1993
1993-11-23,376.95,1993
1993-11-24,376.9,1993
1993-11-25,377.25,1993
1993-11-26,376.8,1993
1993-11-29,370.0,1993
1993-11-30,370.2,1993
1993-12-01,375.0,1993
1993-12-02,373.7,1993
1993-12-03,376.5,1993
1993-12-06,375.8,1993
1993-12-07,377.2,1993
1993-12-08,383.5,1993
1993-12-09,381.75,1993
1993-12-10,382.9,1993
1993-12-13,386.35,1993
1993-12-14,386.7,1993
1993-12-15,386.85,1993
1993-12-16,385.5,1993
1993-12-17,387.0,1993
1993-12-20,389.0,1993
1993-12-21,387.2,1993
1993-12-22,386.2,1993
1993-12-23,385.8,1993
1993-12-24,386.5,1993
1993-12-27,387.7,1993
1993-12-28,387.3,1993
1993-12-29,390.0,1993
1993-12-30,390.5,1993
1993-12-31,390.5,1993
1994-01-03,393.5,1994
1994-01-04,393.35,1994
1994-01-05,390.65,1994
1994-01-06,388.75,1994
1994-01-07,386.3,1994
1994-01-10,384.6,1994
1994-01-11,387.7,1994
1994-01-12,386.0,1994
1994-01-13,389.7,1994
1994-01-14,389.3,1994
1994-01-17,391.2,1994
1994-01-18,392.5,1994
1994-01-19,392.35,1994
1994-01-20,387.3,1994
1994-01-21,381.1,1994
1994-01-24,381.1,1994
1994-01-25,381.3,1994
1994-01-26,384.35,1994
1994-01-27,375.5,1994
1994-01-28,376.8,1994
1994-01-31,382.0,1994
1994-02-01,384.2,1994
1994-02-02,384.9,1994
1994-02-03,387.2,1994
1994-02-04,386.6,1994
1994-02-07,378.75,1994
1994-02-08,382.0,1994
1994-02-09,383.25,1994
1994-02-10,381.5,1994
1994-02-11,380.1,1994
1994-02-14,383.5,1994
1994-02-15,383.0,1994
1994-02-16,383.3,1994
1994-02-17,382.5,1994
1994-02-18,379.75,1994
1994-02-21,379.95,1994
1994-02-22,377.6,1994
1994-02-23,377.5,1994
1994-02-24,376.25,1994
1994-02-25,378.3,1994
1994-02-28,381.25,1994
1994-03-01,378.25,1994
1994-03-02,377.6,1994
1994-03-03,377.35,1994
1994-03-04,376.7,1994
1994-03-07,375.9,1994
1994-03-08,376.5,1994
1994-03-09,378.9,1994
1994-03-10,386.35,1994
1994-03-11,384.85,1994
1994-03-14,386.3,1994
1994-03-15,386.6,1994
1994-03-16,384.8,1994
1994-03-17,382.4,1994
1994-03-18,386.8,1994
1994-03-21,386.5,1994
1994-03-22,389.0,1994
1994-03-23,386.6,1994
1994-03-24,391.0,1994
1994-03-25,390.6,1994
1994-03-28,388.0,1994
1994-03-29,385.8,1994
1994-03-30,385.9,1994
1994-03-31,391.6,1994
1994-04-01,389.15,1994
1994-04-04,387.1,1994
1994-04-05,384.35,1994
1994-04-06,384.8,1994
1994-04-07,384.5,1994
1994-04-08,384.0,1994
1994-04-11,378.5,1994
1994-04-12,378.75,1994
1994-04-13,378.25,1994
1994-04-14,378.3,1994
1994-04-15,377.75,1994
1994-04-18,377.0,1994
1994-04-19,371.8,1994
1994-04-20,372.5,1994
1994-04-21,373.2,1994
1994-04-22,370.8,1994
1994-04-25,373.15,1994
1994-04-26,374.0,1994
1994-04-27,374.0,1994
1994-04-28,375.75,1994
1994-04-29,376.7,1994
1994-05-02,376.1,1994
1994-05-03,375.5,1994
1994-05-04,376.2,1994
1994-05-05,373.4,1994
1994-05-06,383.3,1994
1994-05-09,381.1,1994
1994-05-10,378.7,1994
1994-05-11,381.8,1994
1994-05-12,380.0,1994
1994-05-13,380.5,1994
1994-05-16,382.4,1994
1994-05-17,381.0,1994
1994-05-18,381.5,1994
1994-05-19,381.2,1994
1994-05-20,385.45,1994
1994-05-23,388.8,1994
1994-05-24,386.85,1994
1994-05-25,386.5,1994
1994-05-26,384.2,1994
1994-05-27,384.5,1994
1994-05-30,385.0,1994
1994-05-31,386.6,1994
1994-06-01,383.4,1994
1994-06-02,383.8,1994
1994-06-03,380.5,1994
1994-06-06,380.3,1994
1994-06-07,381.1,1994
1994-06-08,382.0,1994
1994-06-09,382.85,1994
1994-06-10,383.3,1994
1994-06-13,383.15,1994
1994-06-14,384.15,1994
1994-06-15,386.6,1994
1994-06-16,385.4,1994
1994-06-17,391.5,1994
1994-06-20,389.2,1994
1994-06-21,393.4,1994
1994-06-22,389.7,1994
1994-06-23,389.6,1994
1994-06-24,390.7,1994
1994-06-27,384.95,1994
1994-06-28,386.15,1994
1994-06-29,384.9,1994
1994-06-30,385.5,1994
1994-07-01,386.7,1994
1994-07-04,386.7,1994
1994-07-05,385.8,1994
1994-07-06,383.7,1994
1994-07-07,384.4,1994
1994-07-08,384.25,1994
1994-07-11,387.0,1994
1994-07-12,385.35,1994
1994-07-13,383.35,1994
1994-07-14,384.0,1994
1994-07-15,385.8,1994
1994-07-18,385.8,1994
1994-07-19,386.45,1994
1994-07-20,385.35,1994
1994-07-21,384.25,1994
1994-07-22,384.8,1994
1994-07-25,384.85,1994
1994-07-26,386.85,1994
1994-07-27,387.4,1994
1994-07-28,385.1,1994
1994-07-29,383.2,1994
1994-08-01,383.5,1994
1994-08-02,379.4,1994
1994-08-03,378.0,1994
1994-08-04,377.6,1994
1994-08-05,377.7,1994
1994-08-08,376.8,1994
1994-08-09,377.75,1994
1994-08-10,377.4,1994
1994-08-11,378.65,1994
1994-08-12,376.6,1994
1994-08-15,377.4,1994
1994-08-16,377.25,1994
1994-08-17,377.2,1994
1994-08-18,381.15,1994
1994-08-19,381.9,1994
1994-08-22,381.5,1994
1994-08-23,381.6,1994
1994-08-24,383.8,1994
1994-08-25,383.25,1994
1994-08-26,383.3,1994
1994-08-29,386.55,1994
1994-08-30,386.1,1994
1994-08-31,386.0,1994
1994-09-01,386.8,1994
1994-09-02,386.9,1994
1994-09-05,386.95,1994
1994-09-06,387.75,1994
1994-09-07,389.55,1994
1994-09-08,390.25,1994
1994-09-09,391.75,1994
1994-09-12,390.7,1994
1994-09-13,390.5,1994
1994-09-14,388.4,1994
1994-09-15,387.9,1994
1994-09-16,389.6,1994
1994-09-19,390.25,1994
1994-09-20,393.5,1994
1994-09-21,393.65,1994
1994-09-22,396.2,1994
1994-09-23,395.7,1994
1994-09-26,394.0,1994
1994-09-27,397.35,1994
1994-09-28,394.2,1994
1994-09-29,395.25,1994
1994-09-30,394.6,1994
1994-10-03,394.55,1994
1994-10-04,392.45,1994
1994-10-05,391.65,1994
1994-10-06,392.15,1994
1994-10-07,391.0,1994
1994-10-10,390.4,1994
1994-10-11,387.7,1994
1994-10-12,387.8,1994
1994-10-13,386.6,1994
1994-10-14,387.4,1994
1994-10-17,389.7,1994
1994-10-18,388.75,1994
1994-10-19,390.05,1994
1994-10-20,390.8,1994
1994-10-21,390.6,1994
1994-10-24,389.4,1994
1994-10-25,389.1,1994
1994-10-26,388.85,1994
1994-10-27,387.85,1994
1994-10-28,386.9,1994
1994-10-31,383.8,1994
1994-11-01,384.2,1994
1994-11-02,384.2,1994
1994-11-03,383.35,1994
1994-11-04,383.3,1994
1994-11-07,382.25,1994
1994-11-08,383.9,1994
1994-11-09,383.7,1994
1994-11-10,384.85,1994
1994-11-11,385.0,1994
1994-11-14,384.65,1994
1994-11-15,386.3,1994
1994-11-16,386.1,1994
1994-11-17,385.25,1994
1994-11-18,384.1,1994
1994-11-21,383.15,1994
1994-11-22,383.45,1994
1994-11-23,384.45,1994
1994-11-24,384.35,1994
1994-11-25,384.8,1994
1994-11-28,383.1,1994
1994-11-29,382.95,1994
1994-11-30,381.05,1994
1994-12-01,379.4,1994
1994-12-02,376.55,1994
1994-12-05,375.85,1994
1994-12-06,376.35,1994
1994-12-07,376.5,1994
1994-12-08,377.1,1994
1994-12-09,377.1,1994
1994-12-12,377.75,1994
1994-12-13,377.8,1994
1994-12-14,378.8,1994
1994-12-15,380.3,1994
1994-12-16,379.0,1994
1994-12-19,379.8,1994
1994-12-20,381.6,1994
1994-12-21,381.6,1994
1994-12-22,380.7,1994
1994-12-23,380.1,1994
1994-12-26,380.5,1994
1994-12-27,381.4,1994
1994-12-28,383.6,1994
1994-12-29,382.35,1994
1994-12-30,382.6,1994
1995-01-02,382.9,1995
1995-01-03,379.45,1995
1995-01-04,374.3,1995
1995-01-05,375.35,1995
1995-01-06,371.7,1995
1995-01-09,373.1,1995
1995-01-10,374.5,1995
1995-01-11,376.3,1995
1995-01-12,380.0,1995
1995-01-13,378.4,1995
1995-01-16,377.55,1995
1995-01-17,380.1,1995
1995-01-18,382.05,1995
1995-01-19,383.0,1995
1995-01-20,384.7,1995
1995-01-23,380.9,1995
1995-01-24,381.35,1995
1995-01-25,380.6,1995
1995-01-26,381.4,1995
1995-01-27,376.75,1995
1995-01-30,376.6,1995
1995-01-31,374.85,1995
1995-02-01,375.9,1995
1995-02-02,376.25,1995
1995-02-03,375.7,1995
1995-02-06,375.4,1995
1995-02-07,374.25,1995
1995-02-08,375.4,1995
1995-02-09,375.8,1995
1995-02-10,375.75,1995
1995-02-13,375.2,1995
1995-02-14,375.9,1995
1995-02-15,376.1,1995
1995-02-16,376.2,1995
1995-02-17,378.2,1995
1995-02-20,379.2,1995
1995-02-21,378.1,1995
1995-02-22,379.35,1995
1995-02-23,379.0,1995
1995-02-24,376.4,1995
1995-02-27,376.1,1995
1995-02-28,376.6,1995
1995-03-01,374.7,1995
1995-03-02,376.4,1995
1995-03-03,376.4,1995
1995-03-06,378.65,1995
1995-03-07,383.7,1995
1995-03-08,379.65,1995
1995-03-09,381.15,1995
1995-03-10,381.6,1995
1995-03-13,384.8,1995
1995-03-14,385.5,1995
1995-03-15,386.2,1995
1995-03-16,384.15,1995
1995-03-17,383.15,1995
1995-03-20,382.55,1995
1995-03-21,381.7,1995
1995-03-22,382.35,1995
1995-03-23,383.65,1995
1995-03-24,381.7,1995
1995-03-27,381.65,1995
1995-03-28,382.4,1995
1995-03-29,381.9,1995
1995-03-30,385.5,1995
1995-03-31,390.5,1995
1995-04-03,391.85,1995
1995-04-04,391.6,1995
1995-04-05,394.45,1995
1995-04-06,393.1,1995
1995-04-07,392.4,1995
1995-04-10,389.3,1995
1995-04-11,390.1,1995
1995-04-12,389.7,1995
1995-04-13,389.7,1995
1995-04-14,391.0,1995
1995-04-17,393.4,1995
1995-04-18,396.0,1995
1995-04-19,394.2,1995
1995-04-20,391.65,1995
1995-04-21,389.8,1995
1995-04-24,390.1,1995
1995-04-25,389.85,1995
1995-04-26,386.0,1995
1995-04-27,389.0,1995
1995-04-28,386.5,1995
1995-05-01,387.7,1995
1995-05-02,388.9,1995
1995-05-03,389.35,1995
1995-05-04,391.0,1995
1995-05-05,390.8,1995
1995-05-08,389.35,1995
1995-05-09,383.3,1995
1995-05-10,383.6,1995
1995-05-11,383.0,1995
1995-05-12,383.3,1995
1995-05-15,384.4,1995
1995-05-16,384.3,1995
1995-05-17,383.0,1995
1995-05-18,383.05,1995
1995-05-19,382.0,1995
1995-05-22,381.7,1995
1995-05-23,382.85,1995
1995-05-24,383.8,1995
1995-05-25,385.15,1995
1995-05-26,385.5,1995
1995-05-29,386.75,1995
1995-05-30,384.0,1995
1995-05-31,383.85,1995
1995-06-01,384.2,1995
1995-06-02,383.3,1995
1995-06-05,384.1,1995
1995-06-06,384.3,1995
1995-06-07,385.85,1995
1995-06-08,386.25,1995
1995-06-09,387.7,1995
1995-06-12,387.0,1995
1995-06-13,386.2,1995
1995-06-14,387.65,1995
1995-06-15,390.7,1995
1995-06-16,389.6,1995
1995-06-19,391.05,1995
1995-06-20,390.4,1995
1995-06-21,390.1,1995
1995-06-22,389.6,1995
1995-06-23,389.65,1995
1995-06-26,389.25,1995
1995-06-27,389.05,1995
1995-06-28,386.85,1995
1995-06-29,387.8,1995
1995-06-30,384.15,1995
1995-07-03,384.5,1995
1995-07-04,384.4,1995
1995-07-05,383.8,1995
1995-07-06,384.3,1995
1995-07-07,385.45,1995
1995-07-10,385.5,1995
1995-07-11,385.6,1995
1995-07-12,388.5,1995
1995-07-13,388.2,1995
1995-07-14,388.6,1995
1995-07-17,389.0,1995
1995-07-18,389.1,1995
1995-07-19,388.0,1995
1995-07-20,385.6,1995
1995-07-21,386.1,1995
1995-07-24,386.8,1995
1995-07-25,385.7,1995
1995-07-26,386.3,1995
1995-07-27,383.2,1995
1995-07-28,383.0,1995
1995-07-31,382.45,1995
1995-08-01,382.9,1995
1995-08-02,382.8,1995
1995-08-03,384.1,1995
1995-08-04,383.5,1995
1995-08-07,383.65,1995
1995-08-08,384.4,1995
1995-08-09,384.45,1995
1995-08-10,384.2,1995
1995-08-11,383.35,1995
1995-08-14,384.15,1995
1995-08-15,384.95,1995
1995-08-16,382.45,1995
1995-08-17,384.2,1995
1995-08-18,384.65,1995
1995-08-21,384.45,1995
1995-08-22,383.0,1995
1995-08-23,383.15,1995
1995-08-24,383.1,1995
1995-08-25,382.8,1995
1995-08-28,383.0,1995
1995-08-29,381.85,1995
1995-08-30,381.3,1995
1995-08-31,382.2,1995
1995-09-01,380.6,1995
1995-09-04,379.6,1995
1995-09-05,379.8,1995
1995-09-06,379.9,1995
1995-09-07,382.25,1995
1995-09-08,381.4,1995
1995-09-11,382.35,1995
1995-09-12,384.7,1995
1995-09-13,384.1,1995
1995-09-14,385.1,1995
1995-09-15,384.9,1995
1995-09-18,385.5,1995
1995-09-19,385.0,1995
1995-09-20,383.85,1995
1995-09-21,383.95,1995
1995-09-22,382.5,1995
1995-09-25,382.75,1995
1995-09-26,383.5,1995
1995-09-27,383.0,1995
1995-09-28,383.1,1995
1995-09-29,383.35,1995
1995-10-02,381.7,1995
1995-10-03,382.25,1995
1995-10-04,382.6,1995
1995-10-05,382.4,1995
1995-10-06,383.2,1995
1995-10-09,385.0,1995
1995-10-10,384.8,1995
1995-10-11,384.45,1995
1995-10-12,384.3,1995
1995-10-13,383.85,1995
1995-10-16,383.5,1995
1995-10-17,383.5,1995
1995-10-18,383.55,1995
1995-10-19,381.75,1995
1995-10-20,382.1,1995
1995-10-23,382.2,1995
1995-10-24,382.2,1995
1995-10-25,382.55,1995
1995-10-26,382.4,1995
1995-10-27,382.05,1995
1995-10-30,382.0,1995
1995-10-31,382.4,1995
1995-11-01,382.15,1995
1995-11-02,382.6,1995
1995-11-03,382.1,1995
1995-11-06,382.3,1995
1995-11-07,384.7,1995
1995-11-08,384.9,1995
1995-11-09,385.5,1995
1995-11-10,388.99,1995
1995-11-13,387.05,1995
1995-11-14,385.35,1995
1995-11-15,384.8,1995
1995-11-16,385.5,1995
1995-11-17,386.7,1995
1995-11-20,386.3,1995
1995-11-21,384.9,1995
1995-11-22,382.6,1995
1995-11-23,382.6,1995
1995-11-24,383.4,1995
1995-11-27,385.0,1995
1995-11-28,388.5,1995
1995-11-29,388.6,1995
