date,year,gold,silver,platinum,coal_monthly,n_gas,oil,euro,gb_pound,dowjones_industrial,dowjones_transport,nasdaq,snp,southern_copper,rio_tinto,royal_gold,newmont,agnico_mines
2014-01-14,2014,1245.23,20.25,10.61,87.97,4.37,92.59,1.37,1.64,16373.86,7456.26,3580.65,1838.88,28.38,52.2,51.27,23.41,27.79
2014-01-15,2014,1241.87,20.19,10.54,87.97,4.32,94.17,1.36,1.64,16481.94,7503.83,3609.84,1848.38,28.64,52.99,52.65,23.58,28.73
2014-01-16,2014,1242.38,20.11,10.75,87.97,4.38,93.96,1.36,1.64,16417.01,7456.54,3611.29,1845.89,28.82,54.89,53.2,23.95,28.46
2014-01-17,2014,1254.07,20.3,11.0,87.97,4.33,94.37,1.35,1.64,16458.56,7427.46,3591.25,1838.7,29.34,55.04,53.61,24.55,29.36
2014-01-20,2014,1254.94,20.32,11.115,87.97,4.29,93.93,1.36,1.64,16436.5,7448.6,3604.475,1841.25,29.11,54.16,54.855000000000004,24.685000000000002,29.575
2014-01-21,2014,1241.37,19.89,11.23,87.97,4.43,94.99,1.36,1.65,16414.44,7469.74,3617.7,1843.8,28.88,53.28,56.1,24.82,29.79
2014-01-22,2014,1237.25,19.79,11.59,87.97,4.69,96.73,1.35,1.66,16373.34,7548.56,3627.72,1844.86,28.94,53.86,54.84,24.39,28.57
2014-01-23,2014,1264.14,20.04,11.4,87.97,4.73,97.32,1.37,1.66,16197.35,7569.89,3613.76,1828.46,28.87,53.25,56.05,25.17,30.61
2014-01-24,2014,1270.15,19.92,11.18,87.97,5.18,96.64,1.37,1.65,15879.11,7258.72,3541.48,1790.29,27.92,51.18,55.99,24.88,30.92
2014-01-27,2014,1257.04,19.7,10.53,87.97,4.85,95.72,1.37,1.66,15837.88,7199.18,3509.02,1781.56,27.77,51.95,54.37,24.18,30.12
2014-01-28,2014,1256.87,19.59,10.82,87.97,5.03,97.41,1.37,1.66,15928.56,7277.62,3505.72,1792.5,27.89,53.66,55.21,24.66,30.6
2014-01-29,2014,1267.4,19.76,10.45,87.97,5.56,97.36,1.37,1.66,15738.79,7190.61,3467.82,1774.2,27.86,53.19,55.63,24.87,31.62
2014-01-30,2014,1243.75,19.16,10.7,87.97,5.01,98.23,1.36,1.65,15848.61,7302.0,3532.41,1794.19,27.92,53.63,53.65,24.1,30.64
2014-01-31,2014,1244.42,19.17,10.42,87.97,4.94,97.49,1.35,1.64,15698.85,7289.18,3521.92,1782.59,27.98,53.15,55.94,21.6,31.08
2014-02-03,2014,1257.63,19.34,10.1,87.97,4.9,96.43,1.35,1.63,15372.8,7053.75,3440.5,1741.89,27.58,51.77,54.85,21.02,31.69
2014-02-04,2014,1254.66,19.49,10.4,87.97,5.38,97.19,1.35,1.63,15445.24,7135.03,3470.2,1755.2,27.88,53.07,56.73,21.18,31.25
2014-02-05,2014,1257.98,19.89,10.1,87.97,5.03,97.38,1.35,1.63,15440.23,7075.79,3454.9,1751.64,28.25,53.25,58.87,20.87,31.18
2014-02-06,2014,1258.15,19.97,10.18,87.97,4.93,97.84,1.36,1.63,15628.53,7181.91,3497.6,1773.43,28.44,54.94,58.89,21.01,31.25
2014-02-07,2014,1267.33,20.02,10.28,87.97,4.78,99.88,1.36,1.64,15794.08,7242.33,3561.91,1797.02,29.92,56.17,61.55,21.52,32.31
2014-02-10,2014,1274.75,20.07,10.28,87.97,4.58,100.06,1.36,1.64,15801.79,7171.47,3582.11,1799.84,30.48,55.41,62.54,22.2,33.96
2014-02-11,2014,1291.33,20.23,10.85,87.97,4.82,99.94,1.36,1.64,15994.77,7254.16,3621.72,1819.75,31.82,57.3,65.2,22.9,34.07
2014-02-12,2014,1291.13,20.24,11.07,87.97,4.82,100.37,1.36,1.66,15963.94,7263.93,3627.36,1819.26,31.35,57.99,63.23,22.51,32.88
2014-02-13,2014,1302.84,20.5,11.0,87.97,5.22,100.35,1.37,1.67,16027.59,7281.98,3659.56,1829.83,31.64,58.17,65.89,23.53,33.47
2014-02-14,2014,1318.62,21.48,11.53,87.97,5.21,100.3,1.37,1.67,16154.39,7306.69,3663.88,1838.63,32.32,58.9,66.81,23.83,33.72
2014-02-17,2014,1328.67,21.82,11.3,87.97,5.53,100.58,1.37,1.67,16142.395,7269.215,3671.6549999999997,1839.6950000000002,32.275,59.355000000000004,67.065,24.02,33.7
2014-02-18,2014,1321.94,21.93,11.07,87.97,5.55,102.43,1.38,1.67,16130.4,7231.74,3679.43,1840.76,32.23,59.81,67.32,24.21,33.68
2014-02-19,2014,1311.56,21.54,10.69,87.97,6.15,103.31,1.37,1.67,16040.56,7140.81,3652.85,1828.75,31.56,59.8,65.75,23.77,32.32
2014-02-20,2014,1323.1,21.83,10.89,87.97,6.06,102.92,1.37,1.66,16133.23,7252.04,3671.93,1839.78,31.72,59.93,67.83,24.46,34.19
2014-02-21,2014,1324.29,21.84,10.95,87.97,6.14,102.2,1.37,1.66,16103.3,7308.6,3662.6,1836.25,31.7,59.69,67.11,23.38,34.28
2014-02-24,2014,1336.95,21.98,10.85,87.97,5.44,102.82,1.37,1.67,16207.14,7340.57,3685.81,1847.61,31.14,58.75,68.0,23.67,34.3
2014-02-25,2014,1340.6,21.86,10.86,87.97,5.1,101.83,1.37,1.67,16179.66,7291.66,3679.14,1845.12,30.51,56.85,66.8,23.75,33.59
2014-02-26,2014,1330.65,21.24,10.28,87.97,4.86,102.59,1.37,1.67,16198.41,7273.2,3676.6,1845.16,30.57,56.53,67.82,23.56,32.99
2014-02-27,2014,1331.35,21.27,11.1,87.97,4.51,102.4,1.37,1.67,16272.65,7316.29,3699.8,1854.29,30.7,57.68,68.39,23.59,32.8
2014-02-28,2014,1326.41,21.23,10.5,87.97,4.61,102.59,1.38,1.67,16321.71,7348.37,3696.1,1859.45,30.51,57.3,68.71,23.26,32.12
2014-03-03,2014,1350.55,21.42,10.4,87.97,4.49,104.92,1.37,1.67,16168.03,7302.93,3668.37,1845.73,30.35,55.76,68.87,23.63,32.53
2014-03-04,2014,1334.51,21.18,10.61,87.97,4.67,103.33,1.37,1.67,16395.88,7466.08,3719.93,1873.91,30.3,56.4,69.03,24.14,32.47
2014-03-05,2014,1336.78,21.17,10.61,87.97,4.52,101.45,1.37,1.67,16360.18,7489.65,3727.19,1873.81,30.67,54.65,69.01,24.58,32.58
2014-03-06,2014,1350.83,21.48,10.94,87.97,4.66,101.56,1.39,1.67,16421.89,7559.96,3720.93,1877.03,31.01,55.35,70.06,24.93,33.16
2014-03-07,2014,1339.97,20.91,10.73,87.97,4.62,102.58,1.39,1.67,16452.72,7592.36,3703.4,1878.04,29.0,53.39,68.77,24.6,32.38
2014-03-10,2014,1339.63,20.82,10.57,87.97,4.65,101.12,1.39,1.66,16418.68,7580.25,3706.34,1877.17,27.98,52.35,68.81,24.31,32.26
2014-03-11,2014,1348.99,20.85,10.56,87.97,4.61,100.03,1.39,1.66,16351.25,7560.07,3691.5,1867.63,27.44,51.93,68.72,24.35,32.57
2014-03-12,2014,1366.9,21.3,10.91,87.97,4.49,97.99,1.39,1.66,16340.08,7585.98,3707.06,1868.2,27.71,52.78,70.5,25.01,34.07
2014-03-13,2014,1370.35,21.19,10.68,87.97,4.38,98.2,1.39,1.66,16108.89,7480.76,3651.49,1846.34,27.64,51.59,71.94,25.48,34.84
2014-03-14,2014,1383.1,21.45,10.69,87.97,4.42,98.89,1.39,1.66,16065.67,7475.79,3627.87,1841.13,27.86,52.11,71.19,26.18,34.62
2014-03-17,2014,1367.02,21.19,10.95,87.97,4.54,98.08,1.39,1.66,16247.22,7542.4,3662.51,1858.83,27.67,52.82,70.63,25.77,33.71
2014-03-18,2014,1355.8,20.83,10.99,87.97,4.46,99.7,1.39,1.66,16336.19,7582.43,3706.62,1872.25,27.85,52.87,70.5,25.27,33.25
2014-03-19,2014,1329.63,20.61,10.61,87.97,4.48,100.37,1.38,1.65,16222.17,7549.71,3682.74,1860.77,27.1,51.5,68.5,24.5,32.16
2014-03-20,2014,1327.76,20.27,10.78,87.97,4.37,99.43,1.38,1.65,16331.05,7542.29,3693.97,1872.01,27.12,52.0,69.19,24.58,32.46
2014-03-21,2014,1334.47,20.32,10.87,87.97,4.31,99.46,1.38,1.65,16302.77,7515.18,3653.07,1866.52,27.41,52.65,68.38,24.55,32.36
2014-03-24,2014,1308.75,19.95,10.64,87.97,4.28,99.6,1.38,1.65,16276.69,7510.38,3617.39,1857.44,27.41,52.79,63.98,23.89,30.83
2014-03-25,2014,1311.07,19.98,10.96,87.97,4.41,99.19,1.38,1.65,16367.88,7549.0,3629.73,1865.62,28.0,54.65,64.77,23.92,31.09
2014-03-26,2014,1304.42,19.77,11.08,87.97,4.4,100.26,1.38,1.66,16268.99,7429.54,3582.89,1852.56,27.14,54.27,62.51,23.07,30.08
2014-03-27,2014,1291.25,19.71,11.02,87.97,4.58,101.28,1.37,1.66,16264.23,7411.43,3563.13,1849.04,27.62,54.42,63.22,22.94,30.66
2014-03-28,2014,1295.27,19.83,11.17,87.97,4.49,101.67,1.38,1.66,16323.06,7451.36,3571.49,1857.62,29.03,54.74,63.5,23.92,31.29
2014-03-31,2014,1284.0,19.78,11.26,87.97,4.37,101.58,1.38,1.67,16457.66,7574.96,3595.74,1872.34,29.11,55.83,62.62,23.44,30.25
2014-04-01,2014,1278.97,19.77,11.34,78.52,4.28,99.74,1.38,1.66,16532.61,7645.11,3658.4,1885.52,29.61,56.16,63.14,23.45,30.18
2014-04-02,2014,1289.85,19.98,11.45,78.52,4.36,99.62,1.38,1.66,16573.0,7695.51,3665.99,1890.9,29.92,56.38,63.79,24.24,30.63
2014-04-03,2014,1286.67,19.85,11.33,78.52,4.47,100.29,1.37,1.66,16572.55,7683.19,3637.58,1888.77,30.05,55.26,63.0,24.1,30.45
2014-04-04,2014,1303.48,19.97,11.15,78.52,4.44,101.14,1.37,1.66,16412.71,7570.76,3539.38,1865.09,30.14,55.3,64.51,24.11,30.9
2014-04-07,2014,1297.31,19.88,11.18,78.52,4.48,100.44,1.37,1.66,16245.87,7467.99,3507.75,1845.04,30.32,55.65,64.84,24.44,31.05
2014-04-08,2014,1308.65,20.05,11.19,78.52,4.53,102.56,1.38,1.67,16256.14,7468.43,3538.23,1851.96,30.61,57.33,67.24,24.95,31.91
2014-04-09,2014,1311.8,19.89,11.6,78.52,4.59,103.6,1.39,1.68,16437.18,7590.78,3600.44,1872.18,30.7,57.15,67.03,24.99,31.4
2014-04-10,2014,1318.95,20.05,11.04,78.52,4.66,103.4,1.39,1.68,16170.22,7431.23,3487.76,1833.08,30.75,56.29,66.94,24.79,31.3
2014-04-11,2014,1318.43,20.01,11.16,78.52,4.62,103.74,1.39,1.67,16026.75,7362.39,3446.85,1815.69,30.05,55.71,66.04,24.23,31.0
2014-04-14,2014,1328.0,19.98,11.1,78.52,4.56,104.05,1.38,1.67,16173.24,7403.24,3474.63,1830.61,30.33,56.86,67.67,24.41,31.59
2014-04-15,2014,1302.72,19.61,11.1,78.52,4.57,103.75,1.38,1.67,16262.56,7466.79,3487.85,1842.98,29.31,55.46,66.12,23.84,30.49
2014-04-16,2014,1302.5,19.66,11.17,78.52,4.53,103.76,1.38,1.68,16424.85,7591.54,3533.09,1862.31,29.85,55.53,65.18,23.75,27.88
2014-04-17,2014,1295.2,19.65,11.54,78.52,4.74,104.3,1.38,1.68,16408.54,7634.42,3534.53,1864.85,29.84,55.26,64.7,23.54,28.39
2014-04-18,2014,1295.3,19.65,11.575,78.52,4.720000000000001,104.33500000000001,1.38,1.68,16428.895,7660.305,3547.24,1868.37,29.795,55.06,64.34,24.295,27.835
2014-04-21,2014,1289.79,19.45,11.61,78.52,4.7,104.37,1.38,1.68,16449.25,7686.19,3559.95,1871.89,29.75,54.86,63.98,25.05,27.28
2014-04-22,2014,1283.74,19.42,11.62,78.52,4.74,102.13,1.38,1.68,16514.37,7734.9,3588.81,1879.55,30.11,54.97,64.62,25.04,27.47
2014-04-23,2014,1283.9,19.46,11.27,78.52,4.73,101.44,1.38,1.68,16501.65,7742.26,3557.04,1875.39,30.01,54.67,66.27,25.92,28.48
2014-04-24,2014,1293.37,19.66,11.37,78.52,4.7,101.94,1.38,1.68,16501.65,7710.02,3591.03,1878.61,30.2,55.09,65.12,25.49,28.29
2014-04-25,2014,1303.13,19.73,11.15,78.52,4.65,100.6,1.38,1.68,16361.46,7586.14,3533.1,1863.4,29.79,55.06,66.05,26.45,29.05
2014-04-28,2014,1296.73,19.6,11.24,78.52,4.8,100.84,1.38,1.68,16448.74,7584.34,3545.03,1869.43,29.66,53.67,65.49,24.67,28.9
2014-04-29,2014,1295.91,19.47,11.08,78.52,4.83,101.28,1.38,1.68,16535.37,7617.29,3573.99,1878.33,30.22,54.07,66.69,25.02,29.64
2014-04-30,2014,1291.45,19.2,11.12,78.52,4.82,99.74,1.39,1.69,16580.84,7672.19,3582.02,1883.95,30.14,54.29,66.2,24.83,29.56
2014-05-01,2014,1284.3,19.04,11.25,78.83,4.72,99.42,1.39,1.69,16558.87,7719.02,3594.36,1883.68,29.39,53.86,64.31,24.53,29.59
2014-05-02,2014,1299.5,19.5,11.36,78.83,4.67,99.76,1.39,1.69,16512.89,7698.84,3587.64,1881.14,29.43,54.61,66.79,24.72,32.31
2014-05-05,2014,1310.3,19.61,11.31,78.83,4.69,99.48,1.39,1.69,16530.55,7675.88,3605.09,1884.66,28.86,54.39,66.61,24.85,32.03
2014-05-06,2014,1308.04,19.6,11.28,78.83,4.8,99.5,1.39,1.7,16401.02,7656.51,3556.51,1867.72,28.7,54.55,66.23,24.6,32.47
2014-05-07,2014,1289.95,19.32,11.39,78.83,4.74,100.77,1.39,1.7,16518.54,7700.26,3546.47,1878.21,28.68,55.01,64.44,24.01,32.13
2014-05-08,2014,1289.45,19.19,11.43,78.83,4.57,100.26,1.38,1.69,16550.97,7703.7,3540.42,1875.63,28.65,54.31,64.79,24.0,32.38
2014-05-09,2014,1288.78,19.17,11.25,78.83,4.53,99.99,1.38,1.69,16583.34,7719.3,3555.7,1878.48,28.52,54.12,64.79,24.02,32.51
2014-05-12,2014,1295.79,19.54,11.36,78.83,4.43,100.59,1.38,1.69,16695.47,7867.45,3612.73,1896.65,29.85,56.38,65.86,24.51,33.4
2014-05-13,2014,1293.66,19.54,11.51,78.83,4.36,101.7,1.37,1.68,16715.44,7903.51,3611.13,1897.45,29.44,56.05,64.64,24.68,32.82
2014-05-14,2014,1305.95,19.79,11.39,78.83,4.37,102.37,1.37,1.68,16613.97,7834.39,3593.25,1888.53,30.64,56.4,64.13,24.63,33.15
2014-05-15,2014,1296.2,19.5,11.29,78.83,4.47,101.5,1.37,1.68,16446.81,7781.32,3565.17,1870.85,30.05,56.74,64.23,24.29,32.77
2014-05-16,2014,1293.46,19.37,11.2,78.83,4.41,102.02,1.37,1.68,16491.31,7845.85,3587.2,1877.86,30.15,55.18,63.64,23.99,32.39
2014-05-19,2014,1293.05,19.36,11.07,78.83,4.47,102.61,1.37,1.68,16511.86,7906.4,3615.62,1885.08,30.11,54.42,64.01,23.34,32.5
2014-05-20,2014,1294.26,19.41,10.8,78.83,4.55,102.44,1.37,1.68,16374.31,7834.12,3600.31,1872.83,29.85,53.38,64.03,23.62,32.1
2014-05-21,2014,1292.11,19.41,10.89,78.83,4.47,104.07,1.37,1.69,16533.06,7881.52,3635.61,1888.03,29.89,53.73,64.62,23.59,32.18
2014-05-22,2014,1294.13,19.5,11.05,78.83,4.36,103.74,1.37,1.69,16543.08,7923.42,3650.86,1892.49,30.19,54.3,64.19,23.36,32.35
2014-05-23,2014,1292.64,19.46,11.08,78.83,4.4,104.35,1.36,1.68,16606.27,7986.58,3677.33,1900.53,30.43,54.62,63.98,23.4,32.09
2014-05-26,2014,1292.79,19.45,10.975,78.83,4.39,104.28,1.36,1.68,16640.885000000002,8002.21,3700.2,1906.22,30.185000000000002,54.599999999999994,62.56,23.04,31.155
2014-05-27,2014,1264.86,19.07,10.87,78.83,4.5,104.11,1.36,1.68,16675.5,8017.84,3723.07,1911.91,29.94,54.58,61.14,22.68,30.22
2014-05-28,2014,1258.17,19.03,10.85,78.83,4.62,102.72,1.36,1.67,16633.18,8075.88,3712.26,1909.78,29.51,53.01,60.14,22.48,29.74
2014-05-29,2014,1255.66,19.04,10.72,78.83,4.56,103.58,1.36,1.67,16698.74,8110.35,3735.72,1920.03,29.78,53.51,62.15,22.76,29.75
2014-05-30,2014,1249.65,18.83,10.36,78.83,4.54,102.71,1.36,1.68,16717.17,8104.57,3736.82,1923.57,29.72,51.38,62.72,22.89,30.24
2014-06-02,2014,1243.91,18.77,10.49,78.83,4.61,102.47,1.36,1.67,16743.63,8148.37,3732.96,1924.97,29.93,52.54,62.79,22.58,30.43
2014-06-03,2014,1244.98,18.82,10.63,78.83,4.63,102.66,1.36,1.67,16722.34,8080.3,3730.07,1924.24,29.76,52.21,62.63,22.82,30.48
2014-06-04,2014,1244.02,18.82,10.36,78.83,4.64,102.64,1.36,1.67,16737.53,8078.82,3743.59,1927.88,29.2,52.54,62.82,22.89,30.37
2014-06-05,2014,1253.7,19.05,10.33,78.83,4.7,102.48,1.37,1.68,16836.11,8140.08,3776.95,1940.46,29.26,52.96,65.03,23.02,30.72
2014-06-06,2014,1253.2,19.03,10.45,78.83,4.71,102.66,1.36,1.68,16924.28,8209.96,3794.57,1949.44,28.89,53.47,64.11,23.11,30.7
2014-06-09,2014,1252.34,19.07,10.35,78.83,4.64,104.41,1.36,1.68,16943.1,8214.99,3795.74,1951.27,29.11,53.33,63.08,22.67,30.7
2014-06-10,2014,1259.9,19.2,10.32,78.83,4.53,104.35,1.35,1.68,16945.92,8204.29,3800.86,1950.79,29.06,52.85,63.78,22.78,31.51
2014-06-11,2014,1261.1,19.21,10.5,78.83,4.51,104.4,1.35,1.68,16843.88,8141.55,3797.85,1943.89,28.94,53.08,64.32,23.09,31.93
2014-06-12,2014,1273.29,19.54,10.48,78.83,4.76,106.53,1.36,1.69,16734.19,7983.04,3763.8,1930.11,28.65,51.3,66.77,23.3,32.98
2014-06-13,2014,1276.97,19.69,10.59,78.83,4.74,106.91,1.35,1.7,16775.74,8042.85,3775.56,1936.16,28.73,51.6,67.42,23.4,33.29
2014-06-16,2014,1272.07,19.67,10.56,78.83,4.71,106.9,1.36,1.7,16781.01,8023.09,3779.93,1937.78,28.75,51.49,66.95,23.16,33.46
2014-06-17,2014,1270.65,19.74,10.34,78.83,4.71,106.36,1.35,1.7,16808.49,8056.3,3781.32,1941.99,28.81,52.08,68.0,23.31,33.96
2014-06-18,2014,1277.66,19.9,10.59,78.83,4.66,105.97,1.36,1.7,16906.62,8178.03,3804.61,1956.98,29.77,52.89,69.64,23.74,35.28
2014-06-19,2014,1320.44,20.81,10.59,78.83,4.58,106.43,1.36,1.7,16921.46,8188.09,3800.8,1959.48,29.55,52.83,73.45,24.54,37.11
2014-06-20,2014,1314.72,20.86,10.49,78.83,4.53,107.26,1.36,1.7,16947.08,8205.11,3802.64,1962.87,29.82,52.62,73.33,24.86,37.3
2014-06-23,2014,1317.46,20.88,10.76,78.83,4.45,106.17,1.36,1.7,16937.26,8162.31,3805.31,1962.61,30.62,53.59,75.28,25.19,37.74
2014-06-24,2014,1318.28,20.93,10.61,78.83,4.54,106.03,1.36,1.7,16818.13,8093.08,3799.53,1949.98,29.78,52.31,73.59,24.69,36.76
2014-06-25,2014,1319.09,21.03,10.23,78.83,4.55,106.5,1.36,1.7,16867.51,8164.47,3827.33,1959.53,29.69,52.86,73.92,24.88,37.42
2014-06-26,2014,1316.55,21.11,10.16,78.83,4.4,105.84,1.36,1.7,16846.13,8149.97,3826.91,1957.22,29.71,53.79,74.04,25.07,37.28
2014-06-27,2014,1316.24,20.96,10.09,78.83,4.41,105.74,1.36,1.7,16851.84,8175.52,3844.44,1960.96,29.75,53.43,74.77,25.19,37.63
2014-06-30,2014,1327.39,21.03,9.98,78.83,4.46,105.37,1.37,1.71,16826.6,8202.3,3849.48,1960.23,30.37,54.28,76.13,25.44,38.3
2014-07-01,2014,1326.39,21.03,10.15,74.04,4.46,105.34,1.37,1.72,16956.07,8261.7,3894.33,1973.32,30.63,54.88,75.35,25.08,37.96
2014-07-02,2014,1326.9,21.15,10.25,74.04,4.36,104.48,1.37,1.72,16976.24,8232.59,3899.27,1974.62,31.6,55.9,76.23,25.36,38.82
2014-07-03,2014,1319.58,21.15,10.36,74.04,4.41,104.06,1.36,1.72,17068.26,8294.74,3923.01,1985.44,32.71,56.67,76.19,25.19,38.29
2014-07-04,2014,1320.52,21.16,10.33,74.04,4.37,103.76,1.36,1.72,17046.235,8252.029999999999,3916.86,1981.545,32.97,56.394999999999996,75.41,24.96,38.185
2014-07-07,2014,1319.96,21.05,10.3,74.04,4.22,103.53,1.36,1.71,17024.21,8209.32,3910.71,1977.65,33.23,56.12,74.63,24.73,38.08
2014-07-08,2014,1319.28,21.04,10.27,74.04,4.2,103.4,1.36,1.71,16906.62,8200.84,3864.07,1963.71,33.54,56.04,74.73,24.8,38.94
2014-07-09,2014,1327.75,21.13,10.1,74.04,4.17,102.29,1.36,1.72,16985.61,8244.75,3892.91,1972.83,33.49,56.13,76.27,25.53,40.39
2014-07-10,2014,1335.66,21.41,10.05,74.04,4.12,102.93,1.36,1.71,16915.07,8225.8,3880.04,1964.68,33.17,55.16,75.53,25.44,39.69
2014-07-11,2014,1338.57,21.44,10.21,74.04,4.15,100.83,1.36,1.71,16943.81,8254.31,3904.58,1967.57,32.98,55.16,78.35,25.93,40.84
2014-07-14,2014,1307.14,20.93,10.19,74.04,4.15,100.91,1.36,1.71,17055.42,8313.11,3929.46,1977.1,33.1,55.7,76.67,25.32,40.41
2014-07-15,2014,1294.17,20.69,10.19,74.04,4.1,99.96,1.36,1.71,17060.68,8345.08,3914.46,1973.28,32.81,56.34,74.2,24.69,39.42
2014-07-16,2014,1299.27,20.78,10.07,74.04,4.12,101.2,1.35,1.71,17138.2,8397.21,3932.33,1981.57,33.16,57.4,74.84,25.22,40.1
2014-07-17,2014,1319.19,21.15,9.78,74.04,3.95,103.19,1.35,1.71,16976.81,8279.14,3878.01,1958.12,32.5,56.39,77.06,25.45,41.63
2014-07-18,2014,1310.81,20.87,9.74,74.04,3.95,103.13,1.35,1.71,17100.18,8385.4,3939.89,1978.22,32.32,56.51,77.3,25.42,41.75
2014-07-21,2014,1310.45,20.88,10.0,74.04,3.85,104.59,1.35,1.71,17051.73,8360.7,3934.14,1973.63,32.44,56.45,77.88,25.36,41.52
2014-07-22,2014,1306.28,20.93,10.11,74.04,3.77,104.42,1.35,1.71,17113.54,8455.34,3961.62,1983.53,32.63,57.51,77.16,25.41,41.11
2014-07-23,2014,1304.62,20.92,10.2,74.04,3.76,103.12,1.35,1.7,17086.63,8468.54,3986.19,1987.01,33.02,57.96,76.98,25.19,41.17
2014-07-24,2014,1293.74,20.38,10.2,74.04,3.85,102.07,1.35,1.7,17083.8,8466.6,3983.19,1987.98,33.25,58.42,76.5,24.78,40.75
2014-07-25,2014,1307.26,20.74,10.42,74.04,3.78,102.09,1.34,1.7,16960.57,8428.15,3965.17,1978.34,33.23,58.24,78.07,25.15,41.82
2014-07-28,2014,1304.08,20.59,10.5,74.04,3.75,101.67,1.34,1.7,16982.59,8332.97,3967.24,1978.91,33.18,58.55,78.58,25.64,42.12
2014-07-29,2014,1299.11,20.58,10.43,74.04,3.81,100.97,1.34,1.69,16912.11,8217.62,3959.03,1969.95,32.83,58.89,78.13,25.54,41.32
2014-07-30,2014,1296.21,20.62,10.16,74.04,3.79,100.27,1.34,1.69,16880.36,8276.54,3976.07,1970.07,32.81,58.31,78.03,25.59,40.76
2014-07-31,2014,1282.78,20.39,9.91,74.04,3.84,98.17,1.34,1.69,16563.3,8141.75,3892.5,1930.67,32.86,57.29,75.57,24.91,37.19
2014-08-01,2014,1293.47,20.34,9.61,74.25,3.8,97.88,1.34,1.68,16493.37,8120.86,3879.67,1925.15,32.32,56.64,76.33,25.2,37.62
2014-08-04,2014,1288.19,20.17,10.08,74.25,3.83,98.29,1.34,1.69,16569.28,8149.08,3908.77,1938.99,33.12,57.44,76.56,25.63,37.14
2014-08-05,2014,1288.75,19.78,9.81,74.25,3.9,97.38,1.34,1.69,16429.47,8059.53,3874.94,1920.21,32.89,56.61,76.86,25.78,37.6
2014-08-06,2014,1305.95,20.05,9.86,74.25,3.93,96.92,1.34,1.69,16443.34,8009.82,3874.27,1920.24,32.26,57.17,77.1,26.08,38.91
2014-08-07,2014,1312.55,19.97,9.67,74.25,3.88,97.34,1.34,1.68,16368.27,7992.08,3857.94,1909.57,32.09,57.09,78.36,26.18,38.67
2014-08-08,2014,1309.72,19.9,9.93,74.25,3.96,97.65,1.34,1.68,16553.93,8092.47,3888.09,1931.59,31.95,57.48,79.31,26.39,38.48
2014-08-11,2014,1308.46,20.02,10.2,74.25,3.96,98.08,1.34,1.68,16569.98,8156.65,3910.46,1936.92,32.08,59.05,79.67,26.53,38.83
2014-08-12,2014,1309.44,19.93,10.22,74.25,3.97,97.37,1.34,1.68,16560.54,8153.8,3905.23,1933.75,32.42,59.18,80.66,27.06,40.14
2014-08-13,2014,1312.9,19.83,9.97,74.25,3.83,97.59,1.34,1.67,16651.8,8209.57,3949.2,1946.72,31.85,57.49,82.5,27.07,40.11
2014-08-14,2014,1313.5,19.89,10.0,74.25,3.91,95.58,1.34,1.67,16713.58,8264.15,3969.11,1955.18,31.56,56.71,80.45,27.05,39.92
2014-08-15,2014,1304.78,19.57,9.93,74.25,3.78,97.35,1.34,1.67,16662.91,8264.12,3987.51,1955.06,31.76,57.33,79.09,26.89,39.47
2014-08-18,2014,1298.5,19.64,10.25,74.25,3.79,96.41,1.34,1.67,16838.74,8405.63,4020.5,1971.74,32.15,57.61,79.76,26.82,39.64
2014-08-19,2014,1295.72,19.44,10.26,74.25,3.88,94.48,1.33,1.66,16919.59,8414.89,4040.13,1981.6,31.8,56.98,79.53,26.83,39.26
2014-08-20,2014,1291.9,19.49,9.77,74.25,3.82,96.07,1.33,1.66,16979.13,8460.97,4040.71,1986.51,31.9,57.53,79.72,26.73,38.91
2014-08-21,2014,1276.7,19.45,9.42,74.25,3.89,93.96,1.33,1.66,17039.49,8428.57,4047.03,1992.37,31.35,57.25,75.79,26.61,37.42
2014-08-22,2014,1280.75,19.54,9.32,74.25,3.84,93.65,1.32,1.66,17001.22,8429.91,4052.75,1988.4,32.06,56.3,75.53,26.39,37.34
2014-08-25,2014,1276.84,19.37,9.23,74.25,3.94,93.35,1.32,1.66,17076.87,8454.25,4067.48,1997.92,31.93,56.4,74.38,25.98,36.48
2014-08-26,2014,1281.54,19.37,9.46,74.25,3.91,93.86,1.32,1.65,17106.7,8421.31,4071.67,2000.02,32.67,55.94,75.72,26.5,37.35
2014-08-27,2014,1282.85,19.46,9.67,74.25,3.96,93.88,1.32,1.66,17122.01,8428.06,4073.18,2000.12,32.81,55.69,75.06,26.52,37.16
2014-08-28,2014,1289.56,19.51,9.08,74.25,4.04,94.55,1.32,1.66,17079.57,8405.38,4066.27,1996.74,32.43,53.69,76.45,26.86,37.73
2014-08-29,2014,1287.31,19.47,9.0,74.25,4.07,95.96,1.31,1.66,17098.45,8408.02,4082.56,2003.37,32.81,53.74,77.75,27.09,38.28
2014-09-01,2014,1286.77,19.46,8.8,71.53,4.05,95.83,1.31,1.66,17083.005,8462.135,4089.185,2002.8249999999998,32.63,53.635000000000005,76.005,26.75,37.605000000000004
2014-09-02,2014,1265.43,19.18,8.6,71.53,3.89,92.88,1.31,1.65,17067.56,8516.25,4095.81,2002.28,32.45,53.53,74.26,26.41,36.93
